kode,uraian,is_priority,uraian_natural
600.1.7.1,keterpaduan perencanaan,True,"proposal pengembangan jalan kabupaten, laporan kemajuan pembangunan jalan, permohonan revisi rencana jaringan jalan, surat pertimbangan teknis perencanaan jalan."
600.1.7.2,sistem jaringan jalan,False,
600.1.7.3,lingkungan dan keselamatan jalan,False,
600.1.8,pembangunan jalan,False,
600.1.8.1,standar dan pedoman,False,
600.1.8.2,manajemen konstruksi,False,
600.1.8.3,pengelolaan gedometrik perkerasan dan drainage manajemen lereng,False,
600.1.9,preservasi jalan,False,
600.1.9.1,standar dan pedoman,False,
600.1.9.2,perencanaan teknis,False,
600.1.9.3,teknik rekonstruksi,False,
600.1.9.4,teknik pemeliharaan jalan,False,
600.1.10,pengelolaan jembatan,False,
600.1.10.1,standar dan pedoman,False,
600.1.10.2,perencanaan teknis,False,
600.1.10.3,teknik jembatan,False,
600.1.10.4,teknik terowongan dan jembatan khusus,False,
600.1.11,pengelolaan jalan bebas hambatan perkotaan dan fasilitas jalan daerah,False,
600.1.11.1,bimbingan teknik jalan daerah,False,
600.1.11.2,pengembangan jalan metropolitan dan kota besar,True,"proposal pengembangan jalan tol kota, laporan kemajuan pembangunan jalan lingkar kota, permohonan bantuan dana untuk perbaikan jalan metropolitan, surat perintah kerja pengaspalan jalan kota besar"
600.1.11.3,pembinaan teknik jalan bebas hambatan,True,"Pembinaan teknis jalan tol, permohonan perbaikan jalan bebas hambatan, laporan kemajuan pembangunan jalan, pengajuan anggaran pembinaan jalan perkotaan"
600.1.12,pengaturan jalan tol,False,
600.1.12.1,persiapan pengusahaan jalan tol,False,
600.1.12.2,pengadaan investasi jalan tol,False,
600.1.12.3,teknik pengaturan jalan tol,False,
600.1.12.4,pengambilalihan hak pengusahaan jalan tol,False,
600.1.13,keterpaduan infrastruktur permukiman,True,"proposal pembangunan infrastruktur permukiman, laporan kemajuan proyek jalan lingkungan, permohonan bantuan peralatan kebersihan, pengajuan anggaran perawatan jaringan air bersih"
600.1.13.1,keterpaduan perencanaan dan kemitraan,True,"proposal kerja sama pengembangan infrastruktur, permohonan bantuan perencanaan pembangunan, laporan kemajuan proyek keterpaduan infrastruktur, surat permohonan pertemuan koordinasi kemitraan"
600.1.13.2,keterpaduan pembiayaan dan pelaksanaan,True,"proposal pengajuan dana pembangunan infrastruktur, laporan kemajuan pelaksanaan proyek, permohonan bantuan peralatan konstruksi, surat perjanjian kerja sama pelaksanaan proyek"
600.1.14,pengembangan kawasan permukiman,True,"proposal pengembangan kawasan permukiman, permohonan bantuan dana pembangunan infrastruktur, laporan kemajuan proyek perumahan, surat permintaan data kependudukan untuk perencanaan kawasan permukiman"
600.1.14.1,perencanaan teknis,False,
600.1.14.2,kawasan permukiman perkotaan,False,
600.1.14.3,kawasan permukimanpedesaan,False,
600.1.14.4,kawasan permukiman khusus,False,
600.1.14.5,kelembagaan,False,
600.1.15,pembinaan penataan bangunan,True,"permohonan perizinan bangunan, laporan kemajuan pembangunan infrastruktur, pengajuan anggaran pembinaan penataan bangunan, surat perintah kerja pembangunan jalan lingkungan"
600.1.15.1,perencanaan teknis,False,
600.1.15.2,penataan bangunan gedung,False,
600.1.15.3,pengelolaan rumah negara,False,
600.1.15.4,penataan bangunan dan lingkungan khusus,False,
600.1.15.5,kelembagaan,False,
600.1.16,pengembangan sistem penyediaan air minum,True,"proposal pengembangan sistem penyediaan air minum, laporan kemajuan proyek air minum, permohonan bantuan peralatan pengolahan air, surat perjanjian kerja sama pengembangan sistem penyediaan air minum"
600.1.16.1,perencanaan teknis,False,
600.1.16.2,sistem penyediaan air minum perkotaan,False,
600.1.16.3,sistem penyediaan air minum pedesaan,False,
600.1.16.4,sistem penyediaan air minum khusus,False,
600.1.16.5,kelembagaan,False,
600.1.16.6,peningkatan penyelenggaraan sistem penyediaan air minum,True,"Peningkatan kapasitas sistem penyediaan air minum, proposal pengembangan infrastruktur air minum, laporan kemajuan proyek air minum, permohonan bantuan peralatan pengolahan air minum"
600.1.16.7,pengelolaan laboratorium dan bengkel kerja,False,
600.1.17,pengembangan penyehatan lingkungan permukiman,True,"proposal pengembangan sistem drainase, permohonan bantuan pengadaan sarana air bersih, laporan kemajuan pembangunan tempat pembuangan akhir, surat permohonan penambahan armada kebersihan lingkungan"
600.1.17.1,perencanaan teknis,False,
600.1.17.2,pengelolaan air limbah,False,
600.1.17.3,pengelolaan persampahan,False,
600.1.17.4,penyehatan lingkungan permukiman khusus,False,
600.1.17.5,kelembagaan,False,
600.1.17.6,pengelolaan laboratorium dan bengkel kerja,False,
600.1.18,pemantauan dan evaluasi,True,"Laporan kemajuan proyek infrastruktur, evaluasi kinerja pekerjaan umum, permohonan perpanjangan waktu proyek, laporan hasil pemantauan lapangan pekerjaan umum."
600.2,perumahan rakyat dan kawasan pemukiman,False,
600.2.1,kebijakan di bidang perumahan rakyat dan kawasan pemukiman yang dilakukan oleh pemerintah daerah,False,
600.2.2,perencanaan pembiayaan perumahan,False,
600.2.2.1,keterpaduan perencanaan,True,"Proposal keterpaduan perencanaan perumahan, laporan kemajuan perencanaan pembiayaan perumahan, permohonan revisi rencana tata ruang kawasan pemukiman, notifikasi perubahan kebijakan perencanaan perumahan rakyat."
600.2.2.2,strategi pembiayaan dan analisa pasar perumahan,False,
600.2.2.3,kemitraan,False,
600.2.3,pola pembiayaan perumahan,False,
600.2.3.1,pola pembiayaan perumahan rumah umum,False,
600.2.3.2,pola pembiayaan perumahan rumah swadaya dan mikro perumahan,False,
600.2.3.3,pola investasi perumahan,False,
600.2.4,pendayagunaan sumber pembiayaan perumahan,False,
600.2.4.1,sumber pembiayaan primer,False,
600.2.4.2,sumber pembiayaan sekunder,False,
600.2.4.3,sumber tabungan perumahan dan pembiayaan lainnya,False,
600.2.4.4,sistem pembiayaan perumahan,False,
600.2.4.5,pengelolaan dana pembiayaan perumahan,False,
600.2.5,perencanaan penyediaan perumahan,False,
600.2.5.1,keterpaduan perencanaan,True,"proposal keterpaduan perencanaan perumahan, laporan kemajuan perencanaan kawasan pemukiman, surat permohonan revisi rencana tata ruang, notifikasi perubahan perencanaan perumahan rakyat"
600.2.5.2,analisa teknik,False,
600.2.5.3,rencana pengembangan lingkungan hunian,True,"Rencana Pengembangan Kawasan Pemukiman Baru, Proposal Pembangunan Perumahan Rakyat, Laporan Kemajuan Proyek Perumahan, Permohonan Izin Pembangunan Lingkungan Hunian"
600.2.5.4,kemitraan dan kelembagaan,False,
600.2.6,penyediaan rumah susun,False,
600.2.6.1,perencanaan teknik,False,
600.2.6.2,penyediaan,False,
600.2.6.3,penghunian pengalihan dan pemanfaatan,False,
600.2.6.4,pengelolaan,False,
600.2.7,penyediaan rumah khusus,False,
600.2.7.1,perencanaan teknik,False,
600.2.7.2,penyediaan dan pengelolaan rumah tapak khusus,False,
600.2.7.3,bimbingan teknis dan supervisi,False,
600.2.7.4,penyelenggaraan bantuan rumah swadaya,True,"Permohonan bantuan rumah swadaya, laporan penggunaan dana bantuan rumah swadaya, proposal penyelenggaraan bantuan rumah swadaya, berita acara penyerahan bantuan rumah swadaya"
600.2.7.5,perencanaan teknik,False,
600.2.7.6,fasilitas backlog rumah swadaya dan rumah tidak layak huni,False,
600.2.7.7,pelaksanaan bantuan simultan,False,
600.2.8,penyediaan rumah umum dan komersial,False,
600.2.8.1,perencanaan teknik,False,
600.2.8.2,pemberian bantuan rumah umum,False,
600.2.8.3,fasilitasi hunian berimbang,True,"Permohonan Izin Mendirikan Bangunan, Laporan Kemajuan Proyek Perumahan, Surat Penawaran Jasa Konsultasi Arsitektur, Permohonan Bantuan Biaya Pembangunan Rumah Sederhana"
600.2.8.4,fasilitasi penyediaan lahan perumahan,True,"permohonan penyediaan lahan perumahan, laporan kemajuan pembangunan perumahan, surat perjanjian kerja sama penyediaan lahan, permohonan izin penggunaan lahan untuk perumahan"
600.2.9,investasi infrastruktur,False,
600.2.9.1,pelaksanaan kebijakan investasi infrastruktur,False,
600.2.9.2,sinkronisasi investasi infrastruktur,True,"Proposal sinkronisasi investasi infrastruktur jalan kabupaten, permohonan bantuan dana untuk pembangunan jembatan, laporan kemajuan proyek infrastruktur perumahan, surat pertanggungjawaban pelaksanaan investasi infrastruktur kawasan pemukiman."
600.2.9.3,fasilitasi dan mitigasi risiko investasi infrastruktur,True,"Proposal pengajuan dana untuk perbaikan infrastruktur jalan, permohonan bantuan untuk perbaikan jembatan, laporan kegiatan mitigasi risiko bencana alam, permohonan penambahan anggaran untuk pembangunan fasilitas umum."
600.2.9.4,pasar infrastruktur,False,
600.2.10,penyelenggaraan jasa konstruksi,True,"Penawaran jasa konstruksi bangunan, permohonan izin mendirikan bangunan, laporan kemajuan proyek pembangunan, pengajuan pembayaran pekerjaan konstruksi."
600.2.10.1,sistem penyelenggaraan,True,"Pengajuan sistem manajemen konstruksi, Laporan kemajuan proyek pembangunan, Permohonan izin penyelenggaraan jasa konstruksi, Surat perjanjian kerja sama penyelenggaraan jasa konstruksi"
600.2.10.2,kontrak konstruksi,False,
600.2.10.3,konstruksi berkelanjutan,False,
600.2.10.4,manajemen mutu,False,
600.2.11,kelembagaan dan sumber daya konstruksi,False,
600.2.11.1,kelembagaan,False,
600.2.11.2,material dan peralatan konstruksi,False,
600.2.11.3,teknologi konstruksi dan produksi dalam negeri,False,
600.2.11.4,usaha jasa konstruksi,False,
600.2.12,kompetensi dan produktivitas konstruksi,False,
600.2.12.1,standar dan materi kompetensi,False,
600.2.12.2,penerapan kompetensi,False,
600.2.12.3,pengembangan profesi jasa konstruksi,True,"Pengajuan Sertifikasi Jasa Konstruksi, Permohonan Pelatihan Konstruksi, Laporan Kegiatan Pengembangan Profesi Konstruksi, Surat Permintaan Data Kontraktor Lokal"
600.2.12.4,pengembangan produktivitas,True,"Laporan kemajuan proyek perumahan, proposal pengembangan kawasan pemukiman, permohonan bantuan mesin konstruksi, laporan evaluasi produktivitas konstruksi"
600.2.13,peningkatan kerjasama dan pemberdayaan jasa konstruksi,True,"proposal kerjasama jasa konstruksi, permohonan bantuan teknis pembangunan perumahan, laporan kemajuan proyek peningkatan infrastruktur, surat perjanjian kerjasama pemberdayaan jasa konstruksi"
600.2.13.1,peningkatan kerjasama,False,
600.2.13.2,pemberdayaan jasa konstruksi,True,"proposal pemberdayaan jasa konstruksi, permohonan bantuan teknis konstruksi, laporan kemajuan proyek pembangunan, pengajuan kerja sama dengan kontraktor lokal"
600.2.14,peningkatan jasa konstruksi,False,
600.2.14.1,koordinasi dan sinkronisasi rencana kerja,True,"Laporan kemajuan proyek perumahan, permohonan revisi rencana kerja konstruksi, surat undangan koordinasi pelaksanaan proyek, laporan hasil sinkronisasi rencana kerja konstruksi"
600.2.14.2,pelaksanaan pengendalian mutu,False,
600.2.15,penerapan teknologi konstruksi,False,
600.2.15.1,koordinasi sinkronisasi dan kerjasama penerapan teknologi konstruksi,True,"Permohonan kerjasama penerapan teknologi konstruksi, laporan koordinasi sinkronisasi teknologi konstruksi, proposal penerapan teknologi konstruksi pada proyek perumahan, notifikasi pertemuan sinkronisasi penerapan teknologi konstruksi."
600.2.15.2,pengembangan materi,True,"proposal pengembangan bahan bangunan ramah lingkungan, permohonan pengadaan mesin konstruksi, laporan kemajuan penelitian teknologi konstruksi, surat permintaan data spesifikasi material bangunan"
600.2.15.3,pendayagunaan material dan peralatan konstruksi,False,
600.2.16,rencana pengembangan infrastruktur pekerjaan perumahan rakyat pupr,True,"Rencana Anggaran Biaya Pembangunan Infrastruktur Perumahan, Proposal Pengembangan Jalan Lingkungan, Laporan Kemajuan Pekerjaan Pembangunan Sarana Air Bersih, Permohonan Bantuan Peralatan untuk Pembangunan Infrastruktur Pemukiman"
600.2.16.1,antar sektor,False,
600.2.16.2,antar wilayah,False,
600.2.17,pengembangan kawasan strategis,True,"proposal pengembangan kawasan industri, laporan kemajuan pembangunan perumahan, permohonan bantuan dana untuk pengembangan infrastruktur kawasan, surat perjanjian kerja sama pengembangan kawasan strategis"
600.2.17.1,keterpaduan infrastruktur kawasan strategis,True,"proposal pengembangan infrastruktur kawasan strategis, laporan kemajuan pembangunan jalan akses kawasan, permohonan bantuan pengadaan sarana air bersih, surat pertanggungjawaban penggunaan dana pembangunan infrastruktur kawasan"
600.2.17.2,pengembangan infrastruktur antarkawasan strategis,True,"proposal pengembangan jalan lingkar kota, permohonan bantuan dana untuk pembangunan jembatan, laporan kemajuan pembangunan infrastruktur kawasan industri, surat permintaan penambahan fasilitas umum di kawasan pemukiman baru"
600.2.18,pengembangan kawasan perkotaan,True,"proposal pengembangan kawasan pemukiman, laporan kemajuan proyek perumahan rakyat, permohonan bantuan dana untuk pembangunan infrastruktur kota, surat perjanjian kerja sama pengembangan kawasan perkotaan"
600.2.18.1,pengembangan infrastruktur kawasan metropolitan,True,"proposal pengembangan jalan tol, permohonan bantuan pengembangan infrastruktur kawasan, laporan kemajuan pembangunan kawasan metropolitan, surat permohonan penambahan fasilitas umum kawasan perkotaan"
600.2.18.2,pengembangan infrastruktur kawasan kota besar dan kota baru,True,"proposal pengembangan jalan tol kota, permohonan bantuan pengadaan lampu jalan, laporan kemajuan pembangunan infrastruktur kota baru, surat permohonan penambahan fasilitas umum kota besar"
600.2.18.3,pengembangan infrastruktur kawasan kota kecil dan pedesaan,True,"proposal pengembangan infrastruktur jalan lingkungan, permohonan bantuan pembangunan jembatan desa, laporan kemajuan pembangunan pasar kota kecil, surat permohonan penambahan fasilitas air bersih di pedesaan"
600.2.18.4,analisa manfaat dan skema pembiayaan,False,
600.2.18.5,sinkronisasi program dan pembiayaan infrastruktur perumahan rakyat pupr,True,"Proposal sinkronisasi program perumahan rakyat, permohonan pembiayaan infrastruktur perumahan, laporan kemajuan pengembangan kawasan perkotaan, surat konfirmasi kesesuaian anggaran infrastruktur perumahan rakyat PUPR"
600.2.19,pemantauan dan evaluasi,True,"Laporan kemajuan pembangunan perumahan, evaluasi kinerja pengembang, permohonan perpanjangan waktu pembangunan, laporan hasil pemantauan kualitas bangunan"
600.3,tata ruang tata kota,False,
600.3.2,perencanaan,False,
600.3.2.1,tata ruang wilayah kabupaten rt rw,False,
600.3.2.2,rencana detail tata ruang rdtr,False,
600.3.2.3,rencana tata ruang strategis kabupaten,False,
600.3.2.4,rencana tata bangun lingkungan rtbl,False,
600.3.2.5,rencana pengembangan sistem sarana dan prasarana kabupaten,True,"Proposal pengembangan infrastruktur jalan kabupaten, Rencana Anggaran Biaya (RAB) pembangunan sarana dan prasarana, Laporan kemajuan proyek pembangunan jalan lingkar kabupaten, Permohonan bantuan dana untuk pengembangan sistem drainase kabupaten"
600.3.2.6,rencana teknis prasarana kota,False,
600.3.2.7,rencana teknis rencana peremajaan dan pengembangan kota prasarana kota,True,"Rencana Teknis Pembangunan Jalan Lingkungan, Proposal Pengembangan Prasarana Kota, Laporan Kemajuan Proyek Peremajaan Kota, Permohonan Bantuan Pengembangan Infrastruktur Kota"
600.3.3,pemanfaatan dan pengendalian,False,
600.3.3.1,evaluasi dan pengawasan penata ruang,True,"Laporan evaluasi penataan ruang kota, permohonan izin penggunaan lahan, hasil pengawasan pemanfaatan lahan, laporan pelanggaran penataan ruang kota"
600.3.3.2,ijin pemanfaatan ruang,False,
600.3.3.3,pembatalan ijin pemanfaatan ruang,False,
600.3.4,pemetaan,False,
600.3.4.1,peta dasar,False,
600.3.4.2,survey pemetaan ruang darat,False,
600.3.4.3,survey pemetaan ruang air,False,
600.4,lingkungan hidup,False,
600.4.1,kebijakan di bidang lingkungan hidup yang dilakukan oleh pemerintah daerah,False,
600.4.2,perencanaan pemanfaatan sumber daya alam dan lingkungan hidup,False,
600.4.2.1,inventarisasi penerapan ekoregion dan rencana perlindungan dan pengelolaan lingkungan,False,
600.4.2.2,evaluasi pemanfaatan sumber daya alam,True,"Laporan Evaluasi Pemanfaatan Sumber Daya Air, Hasil Monitoring Kualitas Udara, Permohonan Izin Pemanfaatan Lahan, Laporan Kemajuan Konservasi Sumber Daya Alam"
600.4.3,penerapan kebijakan wilayah dan sektor,False,
600.4.3.1,evaluasi penerapan,True,"Laporan evaluasi penerapan kebijakan lingkungan hidup, evaluasi dampak lingkungan hidup, hasil monitoring kualitas udara, laporan pelaksanaan program pengelolaan sampah"
600.4.3.2,perencanaan lingkungan hidup,False,
600.4.4,ekonomi lingkungan,False,
600.4.5,dampak lingkungan,False,
600.4.5.1,bimtek dampak lingkungan,False,
600.4.5.2,penerapan sistem kebijakan dampak lingkungan,False,
600.4.5.3,evaluasi dan tindak lanjut,True,"laporan evaluasi dampak lingkungan, permohonan tindak lanjut penanganan limbah, hasil pemantauan kualitas udara, rekomendasi perbaikan lingkungan kerja."
600.4.6,pemantauan dan pengawasan,False,
600.4.6.1,manufaktur prasarana dan jasa,False,
600.4.6.2,pertambangan energi minyak dan gas,False,
600.4.6.3,agro industri dan usaha skala kecil,False,
600.4.6.4,udara sumber bergerak,False,
600.4.7,evaluasi dan pengembangan,True,"Laporan evaluasi kebersihan lingkungan, proposal pengembangan tempat pembuangan akhir, permohonan bantuan pengelolaan sampah, laporan kemajuan program penanaman pohon."
600.4.7.1,manufaktur prasarana dan jasa,False,
600.4.7.2,pertambangan energi minyak dan gas,False,
600.4.7.3,agro industri dan usaha skala kecil,False,
600.4.7.4,udara sumber bergerak,False,
600.4.8,keanekaragaman hayati dan pengendalian kerusakan lahan,False,
600.4.8.1,pengembangan,True,"proposal pengembangan taman kota, laporan kegiatan konservasi lingkungan, permohonan bantuan penghijauan, surat pemberitahuan pelaksanaan proyek reklamasi lahan"
600.4.8.2,pemanfaatan,False,
600.4.8.3,pengelolaan sumber genetik,False,
600.4.8.4,keamanan hayati,False,
600.4.8.5,pengendalian kerusakan lahan,False,
600.4.9,kerusakan ekosistem perairan darat,False,
600.4.9.1,kerusakan ekosistem,False,
600.4.9.2,rawa,False,
600.4.10,mitigasi dan pelestarian fungsi atmosfer,False,
600.4.10.1,perangkat mitigasi,False,
600.4.10.2,inventarisasi emisi gas rumah kaca,False,
600.4.10.3,pengendalian bahan perusak ozon,False,
600.4.10.4,pengendalian kerusakan akibat kebakaran hutan dan lahan,False,
600.4.11,adaptasi perubahan iklim,False,
600.4.11.1,perangkat adaptasi perubahan iklim antara lain pengembangan perangkat adaptasi perubahan iklim pemantauan dan evaluasi adaptasi perusahaan iklim,True,"Proposal pengembangan perangkat adaptasi perubahan iklim, laporan evaluasi adaptasi perusahaan iklim, permohonan bantuan pengembangan sistem pemantauan iklim, surat undangan sosialisasi adaptasi perubahan iklim."
600.4.11.2,kerentanan perubahan iklim,False,
600.4.12,pengelolaan bahan berbahaya dan beracun,False,
600.4.12.1,registrasi dan notofikasi,False,
600.4.12.2,pemantauan bahan berbahaya dan beracun,False,
600.4.12.3,evaluasi dan tindak lanjut,True,"Laporan evaluasi pengelolaan limbah B3, permohonan bantuan pengelolaan bahan beracun, hasil tindak lanjut inspeksi lingkungan, laporan pelaksanaan pengawasan penggunaan bahan kimia berbahaya"
600.4.13,verifikasi pengelolaan limbah bahan berbahaya dan beracun,False,
600.4.13.1,pengumpulan dan pemenfaatan,False,
600.4.13.2,pengangkutan dan pengolahan,False,
600.4.13.3,penimbunan dan dumping,False,
600.4.13.4,notifikasi dan rekomendasi limbah lintas batas,False,
600.4.14,pengelolaan limbah b3 dan pemiluhan limbah b3,False,
600.4.14.1,pemantauan,False,
600.4.14.2,tanggap darurat dan pemeliharaan kontaminasi,False,
600.4.15,pengelolaan sampah,False,
600.4.15.1,pembatasan sampah,False,
600.4.15.2,daur ulang dan pemanfaatan sampah,False,
600.4.15.3,pembentukan dewan adipura,False,
600.4.15.4,penetapan pemenang adipura,False,
600.4.16,hukum administrasu lingkungan,False,
600.4.16.1,pengelolaan pengembangan pengaduan,True,"Laporan pengaduan masyarakat terkait lingkungan, permohonan penanganan kasus pencemaran lingkungan, pengajuan proposal pengembangan sistem pengaduan online, laporan hasil penindakan pengaduan lingkungan"
600.4.16.2,penataan hukum administrasi lingkungan,False,
600.4.17,penyelesaian sengketa lingkungan,False,
600.4.17.1,penyelesaian sengketa melalui pengadilan,False,
600.4.17.2,penyelesaian sengketa lingkungan di luar pengadilan,False,
600.4.18,penegakan hukum pidana lingkungan,False,
600.4.18.1,penyidikan,False,
600.4.18.2,koordinasi penuntutan evaluasi dan tindak lanjut,True,"Laporan Evaluasi Penuntutan Kasus Pidana Lingkungan, Surat Permohonan Data Kasus Lingkungan untuk Evaluasi, Nota Dinamis Penuntutan dan Tindak Lanjut Kasus Pidana Lingkungan, Berita Acara Koordinasi Penuntutan dan Evaluasi Kasus Lingkungan"
600.4.19,komunikasi lingkungan,False,
600.4.19.1,pengembangan komunikasi,True,"proposal pengembangan komunikasi lingkungan, laporan kegiatan sosialisasi lingkungan, permohonan bantuan pengadaan alat komunikasi, evaluasi program kampanye lingkungan"
600.4.19.2,publikasi dan kampanye,False,
600.4.20,penguatan inisiatif masyarakat,False,
600.4.20.1,komunitas pendidikan lingkungan,False,
600.4.20.2,kearifan lingkungan,False,
600.4.21,peningkatan peran masyarakat,False,
600.4.21.1,masyarakat perkotaan,False,
600.4.21.2,masyarakat pedesaan,False,
600.4.22,peningkatan peran organisasi kemasyarakatan,False,
600.4.22.1,organisasi sosial masyarakat,False,
600.4.22.2,organisasi profesi dunia usaha,False,
600.4.23,data dan informasi lingkungan,False,
600.4.23.1,pengelolaan data,False,
600.4.23.2,pengelolaan informasi,False,
600.4.23.3,pengembangan perangkat lunak,True,"pengembangan aplikasi pengelolaan data lingkungan, permohonan pengadaan perangkat lunak pendukung, laporan kemajuan pengembangan sistem informasi lingkungan, surat penawaran jasa pengembangan perangkat lunak"
600.4.23.4,pengembangan sistem dan layanan jaringan,True,"proposal pengembangan sistem informasi lingkungan, permohonan pengadaan perangkat jaringan, laporan kemajuan pengembangan aplikasi lingkungan, surat penawaran jasa pengembangan sistem dan layanan jaringan"
600.4.24,kelembagaan lingkungan,False,
600.4.24.1,kelembagaan dan tata laksana,False,
600.4.24.2,fasilitasi standar pelayanan minimal,True,"proposal pengembangan tempat pembuangan akhir, permohonan bantuan pengelolaan limbah, laporan pelaksanaan kegiatan lingkungan hidup, surat permohonan fasilitas pengolahan air limbah"
600.4.25,standarisasi dan teknologi,False,
600.4.25.1,standarisasi manajemen dan dan pengujian lingkungan,False,
600.4.25.2,standarisasi manajemen dan pengujian lingkungan,False,
600.4.25.3,teknologi ramah lingkungan,False,
600.4.26,pusat sarana pengendalian dampak lingkungan,False,
600.4.26.1,pemantauan dan kajian kualitas lingkungan,False,
600.4.26.2,laboratorium rujukan dan pengujian,False,
700,pengawasan,False,
700.1,pengawasan internal,False,
700.1.1,rencana pengawasan,True,"Rencana Pengawasan Tahunan, Laporan Rencana Pengawasan Internal, Jadwal Pengawasan Keuangan, Proposal Pengawasan Kinerja Pegawai"
700.1.1.1,rencana strategis pengawasan,True,"Rencana Strategis Pengawasan Tahunan, Laporan Kegiatan Pengawasan Internal, Proposal Pengembangan Sistem Pengawasan, Rencana Aksi Pengawasan dan Evaluasi Kinerja"
700.1.1.2,rencana kerja pengawasan tahunan,True,"Rencana Kerja Pengawasan Tahunan, Laporan Hasil Pengawasan Internal, Proposal Pengawasan Kinerja, Laporan Kemajuan Pengawasan Tahunan"
700.1.1.3,rencana kinerja tahunan,True,"Rencana Kinerja Tahunan (RKT) Bagian Tata Usaha, Laporan Capaian Kinerja Tahunan, Penetapan Sasaran Kinerja Pegawai, Evaluasi Kinerja Tahunan Bagian Pengawasan"
700.1.1.4,rencana dan penetapan kinerja tahunan,True,"Rencana Kinerja Tahunan, Laporan Capaian Kinerja, Penetapan Target Kinerja, Evaluasi Kinerja Tahunan"
700.1.1.5,rakor pengawasan tingkat daerah,True,"Notulensi Rakor Pengawasan Tingkat Daerah, Laporan Hasil Pengawasan Internal, Jadwal Rakor Pengawasan Daerah, Berita Acara Rakor Pengawasan Tingkat Daerah"
700.1.2,pelaksanaan pengawasan,True,"Laporan pelaksanaan pengawasan, hasil evaluasi kinerja, rekomendasi tindakan korektif, laporan kemajuan pelaksanaan proyek"
700.1.2.1,laporan hasil audit lha laporan hasil pemeriksaan lh p laporan hasil pemeriksaan operasional lhpo laporan hasil evaluasi lhe laporan akuntan la laporan auditor independen lai yang memerlukan tindak lanjut tl,True,"Laporan Hasil Audit Intern, Laporan Hasil Pemeriksaan Keuangan, Laporan Hasil Evaluasi Kinerja, Laporan Tindak Lanjut Audit"
700.1.2.2,laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan memerlukan tindak lanjut,True,"Laporan Hasil Audit Investigasi LHAI, Laporan Tindak Lanjut Audit Investigasi, Permohonan Tindak Lanjut Kasus Korupsi, Laporan Pelaksanaan Pengawasan Internal"
700.1.2.3,laporan hasil audit investigasi lhai yang mengandung unsur tindak pidana korupsi tpk dan tidak memerlukan tindak lanjut,True,"Laporan Hasil Audit Investigasi LHAI TPK, Laporan Tindak Lanjut Audit Investigasi, Laporan Pelaksanaan Pengawasan Internal, Laporan Pengawasan dan Tindakan Korupsi"
700.1.2.4,laporan perkembangan penanganan surat pengaduan masyarakat,True,"Laporan Penanganan Surat Pengaduan Masyarakat, Laporan Kemajuan Penyelesaian Pengaduan, Laporan Perkembangan Penanganan Keluhan Masyarakat, Laporan Hasil Penanganan Surat Pengaduan Warga"
700.1.2.5,laporan pemutakbiran data tindak lanjut temuan,True,"Laporan Tindak Lanjut Temuan Pengawasan, Laporan Pemutakhiran Data Temuan, Laporan Pelaksanaan Tindak Lanjut Pengawasan, Laporan Realisasi Tindak Lanjut Temuan Pengawasan"
700.1.2.6,laporan perkembangan barang milik negara,True,"Laporan Realisasi Penggunaan Barang Milik Negara, Laporan Penggunaan Kendaraan Dinas, Laporan Perkembangan Penggunaan Aset Tanah, Laporan Kondisi Barang Milik Negara"
700.1.2.7,laporan hasil monitoring dan evaluasi,True,"Laporan Hasil Monitoring Kegiatan, Laporan Evaluasi Program, Laporan Kemajuan Proyek, Laporan Hasil Pemantauan Kinerja"
700.1.2.8,laporan kegiatan pendampingan penyusunan laporan keuangan dan review,True,"Laporan Kegiatan Pendampingan Penyusunan Laporan Keuangan, Laporan Review Laporan Keuangan, Hasil Pendampingan Penyusunan Laporan Keuangan, Laporan Kemajuan Pendampingan Penyusunan Laporan Keuangan dan Review"
700.1.2.9,good corporate governance gcg,True,"Laporan pelaksanaan good corporate governance, evaluasi pelaksanaan gcg, permohonan saran dan pertimbangan pelaksanaan gcg, notifikasi pelaksanaan audit internal gcg"
800,kepegawaian,False,
800.1,sumber daya manusia,False,
800.1.1,penyusunan dan penetapan kebutuhan aparatur sipil negara,True,"Penetapan Kebutuhan Aparatur Sipil Negara, Penyusunan Rencana Kebutuhan Pegawai, Pengajuan Formasi Jabatan, Laporan Analisis Kebutuhan Sumber Daya Manusia"
800.1.1.1,perencanaan kebutuhan aparatur sipil negara antara lain bahan penyusunan rencana kebutuhan analisis kebutuhan pengolahan data kebutuhan,True,"Perencanaan Kebutuhan Aparatur Sipil Negara, Analisis Kebutuhan Pegawai, Pengolahan Data Kebutuhan Aparatur, Rencana Kebutuhan Sumber Daya Manusia"
800.1.1.2,perencanaan pertimbangan formasi antara lain pertimbangan teknis penetapan formasi asn pertimbangan teknis penetapan formasi ikatan dinas,True,"Pertimbangan Teknis Penetapan Formasi ASN, Penetapan Formasi Ikatan Dinas, Perencanaan Kebutuhan Aparatur Sipil Negara, Usulan Penetapan Formasi Jabatan"
800.1.1.3,penetapan kebutuhan aparatur sipil negara,True,"Penetapan Kebutuhan Aparatur Sipil Negara, Pengajuan Formasi Jabatan, Permohonan Penambahan Pegawai, Laporan Kebutuhan SDM Aparatur Sipil Negara"
